Territorio,Sesso,Età,Stato civile,Value
Liguria,femmine,84 anni,divorziata/o,171
Liguria,femmine,84 anni,vedova/o,4966
Lombardia,maschi,84 anni,nubile/celibe,1402
Lombardia,maschi,84 anni,coniugata/o,16916
Lombardia,maschi,84 anni,divorziata/o,280
Lombardia,maschi,84 anni,vedova/o,4695
Lombardia,femmine,84 anni,nubile/celibe,2857
Lombardia,femmine,84 anni,coniugata/o,9504
Lombardia,femmine,84 anni,divorziata/o,587
Lombardia,femmine,84 anni,vedova/o,24485
Trentino Alto Adige / Südtirol,maschi,84 anni,nubile/celibe,207
Trentino Alto Adige / Südtirol,maschi,84 anni,coniugata/o,1609
Trentino Alto Adige / Südtirol,maschi,84 anni,divorziata/o,29
Trentino Alto Adige / Südtirol,maschi,84 anni,vedova/o,397
Trentino Alto Adige / Südtirol,femmine,84 anni,nubile/celibe,351
Trentino Alto Adige / Südtirol,femmine,84 anni,coniugata/o,838
Trentino Alto Adige / Südtirol,femmine,84 anni,divorziata/o,54
Trentino Alto Adige / Südtirol,femmine,84 anni,vedova/o,2267
Veneto,maschi,84 anni,nubile/celibe,785
Veneto,maschi,84 anni,coniugata/o,8687
Veneto,maschi,84 anni,divorziata/o,127
Veneto,maschi,84 anni,vedova/o,2137
Veneto,femmine,84 anni,nubile/celibe,1273
Veneto,femmine,84 anni,coniugata/o,4572
Veneto,femmine,84 anni,divorziata/o,207
Veneto,femmine,84 anni,vedova/o,12155
Friuli-Venezia Giulia,maschi,84 anni,nubile/celibe,191
Friuli-Venezia Giulia,maschi,84 anni,coniugata/o,2153
Friuli-Venezia Giulia,maschi,84 anni,divorziata/o,72
Friuli-Venezia Giulia,maschi,84 anni,vedova/o,587
Friuli-Venezia Giulia,femmine,84 anni,nubile/celibe,358
Friuli-Venezia Giulia,femmine,84 anni,coniugata/o,1125
Friuli-Venezia Giulia,femmine,84 anni,divorziata/o,107
Friuli-Venezia Giulia,femmine,84 anni,vedova/o,3421
Emilia-Romagna,maschi,84 anni,nubile/celibe,928
Emilia-Romagna,maschi,84 anni,coniugata/o,8944
Emilia-Romagna,maschi,84 anni,divorziata/o,192
Emilia-Romagna,maschi,84 anni,vedova/o,2495
Emilia-Romagna,femmine,84 anni,nubile/celibe,1003
Emilia-Romagna,femmine,84 anni,coniugata/o,5202
Emilia-Romagna,femmine,84 anni,divorziata/o,314
Emilia-Romagna,femmine,84 anni,vedova/o,12070
Toscana,maschi,84 anni,coniugata/o,7632
Toscana,maschi,84 anni,divorziata/o,160
Toscana,maschi,84 anni,vedova/o,2039
Toscana,femmine,84 anni,nubile/celibe,784
Toscana,femmine,84 anni,coniugata/o,4362
Toscana,femmine,84 anni,divorziata/o,231
Toscana,femmine,84 anni,vedova/o,10101
Umbria,maschi,84 anni,nubile/celibe,179
Umbria,maschi,84 anni,coniugata/o,1927
Umbria,maschi,84 anni,divorziata/o,28
Umbria,femmine,84 anni,nubile/celibe,203
Umbria,femmine,84 anni,coniugata/o,1046
Umbria,femmine,84 anni,divorziata/o,30
Umbria,femmine,84 anni,vedova/o,2627
Marche,maschi,84 anni,nubile/celibe,268
Marche,maschi,84 anni,divorziata/o,33
Marche,maschi,84 anni,vedova/o,726
Marche,femmine,84 anni,nubile/celibe,343
Marche,femmine,84 anni,coniugata/o,1686
Marche,femmine,84 anni,divorziata/o,52
Lazio,maschi,84 anni,nubile/celibe,592
Lazio,maschi,84 anni,divorziata/o,211
Lazio,maschi,84 anni,vedova/o,2736
Lazio,femmine,84 anni,nubile/celibe,1567
Lazio,femmine,84 anni,coniugata/o,5593
Lazio,femmine,84 anni,divorziata/o,454
Abruzzo,maschi,84 anni,nubile/celibe,149
Abruzzo,maschi,84 anni,divorziata/o,26
Abruzzo,maschi,84 anni,vedova/o,677
Abruzzo,femmine,84 anni,nubile/celibe,262
Abruzzo,femmine,84 anni,vedova/o,3566
Molise,maschi,84 anni,nubile/celibe,50
Molise,maschi,84 anni,divorziata/o,3
Molise,maschi,84 anni,vedova/o,201
Molise,femmine,84 anni,nubile/celibe,99
Molise,femmine,84 anni,coniugata/o,423
Molise,femmine,84 anni,divorziata/o,10
Molise,femmine,84 anni,vedova/o,854
Campania,maschi,84 anni,divorziata/o,58
Campania,maschi,84 anni,vedova/o,2509
Campania,femmine,84 anni,nubile/celibe,1274
Campania,femmine,84 anni,coniugata/o,3850
Campania,femmine,84 anni,divorziata/o,163
Campania,femmine,84 anni,vedova/o,10850
Puglia,maschi,84 anni,nubile/celibe,307
Puglia,maschi,84 anni,coniugata/o,6913
Puglia,maschi,84 anni,divorziata/o,53
Puglia,maschi,84 anni,vedova/o,1979
Puglia,femmine,84 anni,nubile/celibe,1266
Puglia,femmine,84 anni,coniugata/o,3755
Puglia,femmine,84 anni,divorziata/o,112
Puglia,femmine,84 anni,vedova/o,8909
Basilicata,maschi,84 anni,nubile/celibe,62
Basilicata,maschi,84 anni,coniugata/o,1163
Basilicata,maschi,84 anni,divorziata/o,8
Basilicata,maschi,84 anni,vedova/o,339
Basilicata,femmine,84 anni,nubile/celibe,147
Basilicata,femmine,84 anni,coniugata/o,632
Basilicata,femmine,84 anni,divorziata/o,7
Basilicata,femmine,84 anni,vedova/o,1608
Calabria,maschi,84 anni,nubile/celibe,184
Calabria,maschi,84 anni,coniugata/o,3485
Calabria,maschi,84 anni,divorziata/o,33
Calabria,maschi,84 anni,vedova/o,1017
Calabria,femmine,84 anni,nubile/celibe,472
Calabria,femmine,84 anni,coniugata/o,1701
Calabria,femmine,84 anni,divorziata/o,60
Calabria,femmine,84 anni,vedova/o,4633
Sicilia,maschi,84 anni,nubile/celibe,467
Sicilia,maschi,84 anni,coniugata/o,8440
Sicilia,maschi,84 anni,divorziata/o,89
Sicilia,maschi,84 anni,vedova/o,2373
Sicilia,femmine,84 anni,nubile/celibe,1349
Sicilia,femmine,84 anni,coniugata/o,3704
Sicilia,femmine,84 anni,divorziata/o,214
Sicilia,femmine,84 anni,vedova/o,11865
Sardegna,maschi,84 anni,nubile/celibe,372
Sardegna,maschi,84 anni,coniugata/o,2851
Sardegna,maschi,84 anni,divorziata/o,40
Sardegna,maschi,84 anni,vedova/o,731
Sardegna,femmine,84 anni,nubile/celibe,800
Sardegna,femmine,84 anni,coniugata/o,1408
Sardegna,femmine,84 anni,divorziata/o,50
Sardegna,femmine,84 anni,vedova/o,3718
Toscana,maschi,84 anni,nubile/celibe,599
Umbria,maschi,84 anni,vedova/o,478
Marche,maschi,84 anni,coniugata/o,3470
Marche,femmine,84 anni,vedova/o,4492
Lazio,maschi,84 anni,coniugata/o,9847
Lazio,femmine,84 anni,vedova/o,13359
Abruzzo,maschi,84 anni,coniugata/o,2637
Abruzzo,femmine,84 anni,coniugata/o,1370
Abruzzo,femmine,84 anni,divorziata/o,42
Piemonte,maschi,85 anni,nubile/celibe,671
Piemonte,maschi,85 anni,coniugata/o,7211
Piemonte,maschi,85 anni,divorziata/o,156
Piemonte,maschi,85 anni,vedova/o,2472
Piemonte,femmine,85 anni,nubile/celibe,1110
Piemonte,femmine,85 anni,coniugata/o,3898
Piemonte,femmine,85 anni,divorziata/o,313
Piemonte,femmine,85 anni,vedova/o,11989
Valle d'Aosta / Vallée d'Aoste,maschi,85 anni,nubile/celibe,25
Valle d'Aosta / Vallée d'Aoste,maschi,85 anni,coniugata/o,183
Valle d'Aosta / Vallée d'Aoste,maschi,85 anni,divorziata/o,4
Valle d'Aosta / Vallée d'Aoste,maschi,85 anni,vedova/o,56
Valle d'Aosta / Vallée d'Aoste,femmine,85 anni,nubile/celibe,33
Valle d'Aosta / Vallée d'Aoste,femmine,85 anni,coniugata/o,105
Valle d'Aosta / Vallée d'Aoste,femmine,85 anni,divorziata/o,8
Valle d'Aosta / Vallée d'Aoste,femmine,85 anni,vedova/o,325
Liguria,maschi,85 anni,nubile/celibe,313
Liguria,maschi,85 anni,coniugata/o,3070
Liguria,maschi,85 anni,divorziata/o,78
Liguria,maschi,85 anni,vedova/o,992
Liguria,femmine,85 anni,nubile/celibe,477
Liguria,femmine,85 anni,coniugata/o,1737
Liguria,femmine,85 anni,divorziata/o,192
Liguria,femmine,85 anni,vedova/o,4880
Lombardia,maschi,85 anni,nubile/celibe,1188
Lombardia,maschi,85 anni,coniugata/o,14287
Lombardia,maschi,85 anni,divorziata/o,232
Lombardia,maschi,85 anni,vedova/o,4514
Lombardia,femmine,85 anni,nubile/celibe,2764
Lombardia,femmine,85 anni,coniugata/o,7601
Lombardia,femmine,85 anni,divorziata/o,526
Lombardia,femmine,85 anni,vedova/o,23718
Trentino Alto Adige / Südtirol,maschi,85 anni,nubile/celibe,201
Trentino Alto Adige / Südtirol,maschi,85 anni,coniugata/o,1421
Trentino Alto Adige / Südtirol,maschi,85 anni,divorziata/o,26
Trentino Alto Adige / Südtirol,maschi,85 anni,vedova/o,423
Trentino Alto Adige / Südtirol,femmine,85 anni,nubile/celibe,349
Trentino Alto Adige / Südtirol,femmine,85 anni,coniugata/o,672
Trentino Alto Adige / Südtirol,femmine,85 anni,divorziata/o,33
Trentino Alto Adige / Südtirol,femmine,85 anni,vedova/o,2207
Veneto,maschi,85 anni,nubile/celibe,691
Veneto,maschi,85 anni,coniugata/o,6955
Veneto,maschi,85 anni,divorziata/o,119
Veneto,maschi,85 anni,vedova/o,2045
Veneto,femmine,85 anni,nubile/celibe,1220
Veneto,femmine,85 anni,coniugata/o,3290
Veneto,femmine,85 anni,divorziata/o,191
Veneto,femmine,85 anni,vedova/o,11407
Friuli-Venezia Giulia,maschi,85 anni,nubile/celibe,190
Friuli-Venezia Giulia,maschi,85 anni,coniugata/o,1873
Friuli-Venezia Giulia,maschi,85 anni,divorziata/o,39
Friuli-Venezia Giulia,maschi,85 anni,vedova/o,627
Friuli-Venezia Giulia,femmine,85 anni,nubile/celibe,323
Friuli-Venezia Giulia,femmine,85 anni,coniugata/o,930
Friuli-Venezia Giulia,femmine,85 anni,divorziata/o,84
Friuli-Venezia Giulia,femmine,85 anni,vedova/o,3270
Emilia-Romagna,maschi,85 anni,nubile/celibe,753
Emilia-Romagna,maschi,85 anni,coniugata/o,7616
Emilia-Romagna,maschi,85 anni,divorziata/o,136
Emilia-Romagna,maschi,85 anni,vedova/o,2397
Emilia-Romagna,femmine,85 anni,nubile/celibe,949
Emilia-Romagna,femmine,85 anni,coniugata/o,4057
Emilia-Romagna,femmine,85 anni,divorziata/o,267
Emilia-Romagna,femmine,85 anni,vedova/o,11421
Toscana,maschi,85 anni,nubile/celibe,565
Toscana,maschi,85 anni,coniugata/o,6688
Toscana,maschi,85 anni,divorziata/o,101
Toscana,maschi,85 anni,vedova/o,1966
Toscana,femmine,85 anni,nubile/celibe,735
Toscana,femmine,85 anni,coniugata/o,3415
Toscana,femmine,85 anni,divorziata/o,194
Toscana,femmine,85 anni,vedova/o,10110
Umbria,maschi,85 anni,nubile/celibe,150
Umbria,maschi,85 anni,coniugata/o,1715
Umbria,maschi,85 anni,divorziata/o,23
Umbria,maschi,85 anni,vedova/o,481
Umbria,femmine,85 anni,nubile/celibe,165
Umbria,femmine,85 anni,coniugata/o,846
Umbria,femmine,85 anni,vedova/o,2598
Marche,maschi,85 anni,nubile/celibe,206
Marche,maschi,85 anni,divorziata/o,34
Marche,maschi,85 anni,vedova/o,733
Marche,femmine,85 anni,nubile/celibe,299
Marche,femmine,85 anni,coniugata/o,1371
Marche,femmine,85 anni,divorziata/o,47
Marche,femmine,85 anni,vedova/o,4451
Lazio,maschi,85 anni,nubile/celibe,467
Lazio,maschi,85 anni,divorziata/o,187
Lazio,maschi,85 anni,vedova/o,2596
Lazio,femmine,85 anni,coniugata/o,4374
Lazio,femmine,85 anni,divorziata/o,405
Lazio,femmine,85 anni,vedova/o,12788
Abruzzo,maschi,85 anni,nubile/celibe,143
Abruzzo,maschi,85 anni,coniugata/o,2408
Abruzzo,maschi,85 anni,divorziata/o,25
Abruzzo,maschi,85 anni,vedova/o,690
Abruzzo,femmine,85 anni,nubile/celibe,273
Abruzzo,femmine,85 anni,coniugata/o,1208
Abruzzo,femmine,85 anni,divorziata/o,51
Abruzzo,femmine,85 anni,vedova/o,3585
Molise,maschi,85 anni,coniugata/o,601
Molise,femmine,85 anni,divorziata/o,12
Campania,maschi,85 anni,nubile/celibe,322
Campania,maschi,85 anni,coniugata/o,6313
Campania,maschi,85 anni,divorziata/o,64
Campania,femmine,85 anni,nubile/celibe,1259
Campania,femmine,85 anni,divorziata/o,149
Umbria,femmine,85 anni,divorziata/o,34
Marche,maschi,85 anni,coniugata/o,2926
Lazio,maschi,85 anni,coniugata/o,8506
Lazio,femmine,85 anni,nubile/celibe,1374
Molise,maschi,85 anni,nubile/celibe,33
Molise,maschi,85 anni,divorziata/o,5
Molise,maschi,85 anni,vedova/o,174
Molise,femmine,85 anni,nubile/celibe,108
Molise,femmine,85 anni,coniugata/o,317
Molise,femmine,85 anni,vedova/o,879
Campania,maschi,85 anni,vedova/o,2520
Campania,femmine,85 anni,coniugata/o,3245
Campania,femmine,85 anni,vedova/o,10624
Puglia,maschi,85 anni,nubile/celibe,249
Puglia,maschi,85 anni,coniugata/o,5951
Puglia,maschi,85 anni,divorziata/o,49
Puglia,maschi,85 anni,vedova/o,1899
Puglia,femmine,85 anni,nubile/celibe,1097
Puglia,femmine,85 anni,coniugata/o,3045
Puglia,femmine,85 anni,divorziata/o,115
Puglia,femmine,85 anni,vedova/o,8454
Basilicata,maschi,85 anni,nubile/celibe,53
Basilicata,maschi,85 anni,coniugata/o,1016
Basilicata,maschi,85 anni,divorziata/o,4
Basilicata,maschi,85 anni,vedova/o,334
Basilicata,femmine,85 anni,nubile/celibe,129
Basilicata,femmine,85 anni,coniugata/o,498
Basilicata,femmine,85 anni,divorziata/o,16
Basilicata,femmine,85 anni,vedova/o,1568
Calabria,maschi,85 anni,nubile/celibe,200
Calabria,maschi,85 anni,coniugata/o,3173
Calabria,maschi,85 anni,divorziata/o,21
Calabria,maschi,85 anni,vedova/o,1061
Calabria,femmine,85 anni,nubile/celibe,497
Calabria,femmine,85 anni,coniugata/o,1455
Calabria,femmine,85 anni,divorziata/o,53
Calabria,femmine,85 anni,vedova/o,4593
Sicilia,maschi,85 anni,nubile/celibe,379
Sicilia,maschi,85 anni,coniugata/o,7495
Sicilia,maschi,85 anni,divorziata/o,80
Sicilia,maschi,85 anni,vedova/o,2378
Sicilia,femmine,85 anni,nubile/celibe,1366
Sicilia,femmine,85 anni,coniugata/o,3014
Sicilia,femmine,85 anni,divorziata/o,159
Sicilia,femmine,85 anni,vedova/o,11275
Sardegna,maschi,85 anni,nubile/celibe,332
Sardegna,maschi,85 anni,coniugata/o,2515
Sardegna,maschi,85 anni,divorziata/o,35
Sardegna,maschi,85 anni,vedova/o,702
Sardegna,femmine,85 anni,nubile/celibe,751
Sardegna,femmine,85 anni,coniugata/o,1122
Sardegna,femmine,85 anni,divorziata/o,57
Sardegna,femmine,85 anni,vedova/o,3668
Piemonte,maschi,86 anni,nubile/celibe,629
Piemonte,maschi,86 anni,coniugata/o,6259
Piemonte,maschi,86 anni,divorziata/o,139
Piemonte,maschi,86 anni,vedova/o,2327
Piemonte,femmine,86 anni,nubile/celibe,1067
Piemonte,femmine,86 anni,coniugata/o,3123
Piemonte,femmine,86 anni,divorziata/o,250
Piemonte,femmine,86 anni,vedova/o,11865
Valle d'Aosta / Vallée d'Aoste,maschi,86 anni,nubile/celibe,17
Valle d'Aosta / Vallée d'Aoste,maschi,86 anni,coniugata/o,142
Valle d'Aosta / Vallée d'Aoste,maschi,86 anni,divorziata/o,6
Valle d'Aosta / Vallée d'Aoste,maschi,86 anni,vedova/o,58
Valle d'Aosta / Vallée d'Aoste,femmine,86 anni,nubile/celibe,41
Valle d'Aosta / Vallée d'Aoste,femmine,86 anni,coniugata/o,71
Valle d'Aosta / Vallée d'Aoste,femmine,86 anni,vedova/o,290
Liguria,maschi,86 anni,nubile/celibe,250
Liguria,maschi,86 anni,coniugata/o,2634
Liguria,maschi,86 anni,vedova/o,948
Liguria,femmine,86 anni,nubile/celibe,491
Liguria,femmine,86 anni,coniugata/o,1428
Liguria,femmine,86 anni,divorziata/o,148
Liguria,femmine,86 anni,vedova/o,4975
Lombardia,maschi,86 anni,nubile/celibe,1061
Lombardia,maschi,86 anni,coniugata/o,12298
Lombardia,maschi,86 anni,vedova/o,4324
Lombardia,femmine,86 anni,nubile/celibe,2648
Lombardia,femmine,86 anni,coniugata/o,5907
Lombardia,femmine,86 anni,divorziata/o,489
Lombardia,femmine,86 anni,vedova/o,23204
Trentino Alto Adige / Südtirol,maschi,86 anni,divorziata/o,27
Trentino Alto Adige / Südtirol,femmine,86 anni,nubile/celibe,356
Trentino Alto Adige / Südtirol,femmine,86 anni,coniugata/o,583
Trentino Alto Adige / Südtirol,femmine,86 anni,vedova/o,2076
Veneto,maschi,86 anni,coniugata/o,5892
Veneto,maschi,86 anni,divorziata/o,81
Veneto,maschi,86 anni,vedova/o,1960
Veneto,femmine,86 anni,nubile/celibe,1195
Veneto,femmine,86 anni,coniugata/o,2779
Veneto,femmine,86 anni,vedova/o,11390
Friuli-Venezia Giulia,maschi,86 anni,nubile/celibe,152
Emilia-Romagna,maschi,86 anni,divorziata/o,121
Emilia-Romagna,femmine,86 anni,coniugata/o,3151
Emilia-Romagna,femmine,86 anni,divorziata/o,201
Valle d'Aosta / Vallée d'Aoste,femmine,86 anni,divorziata/o,6
Liguria,maschi,86 anni,divorziata/o,70
Lombardia,maschi,86 anni,divorziata/o,181
Trentino Alto Adige / Südtirol,maschi,86 anni,nubile/celibe,142
Trentino Alto Adige / Südtirol,maschi,86 anni,coniugata/o,1253
Trentino Alto Adige / Südtirol,maschi,86 anni,vedova/o,401
Trentino Alto Adige / Südtirol,femmine,86 anni,divorziata/o,30
Veneto,maschi,86 anni,nubile/celibe,569
Veneto,femmine,86 anni,divorziata/o,159
Friuli-Venezia Giulia,maschi,86 anni,coniugata/o,1645
Friuli-Venezia Giulia,maschi,86 anni,divorziata/o,40
Friuli-Venezia Giulia,maschi,86 anni,vedova/o,554
Friuli-Venezia Giulia,femmine,86 anni,nubile/celibe,267
Friuli-Venezia Giulia,femmine,86 anni,coniugata/o,773
Friuli-Venezia Giulia,femmine,86 anni,divorziata/o,94
Friuli-Venezia Giulia,femmine,86 anni,vedova/o,3238
Emilia-Romagna,maschi,86 anni,nubile/celibe,703
Emilia-Romagna,maschi,86 anni,coniugata/o,6303
Emilia-Romagna,maschi,86 anni,vedova/o,2215
Emilia-Romagna,femmine,86 anni,nubile/celibe,797
Emilia-Romagna,femmine,86 anni,vedova/o,10984
Toscana,maschi,86 anni,nubile/celibe,486
Toscana,maschi,86 anni,coniugata/o,5559
Toscana,maschi,86 anni,divorziata/o,78
Toscana,maschi,86 anni,vedova/o,1920
Toscana,femmine,86 anni,nubile/celibe,731
Toscana,femmine,86 anni,coniugata/o,2782
Toscana,femmine,86 anni,divorziata/o,169
Toscana,femmine,86 anni,vedova/o,9689
Umbria,maschi,86 anni,nubile/celibe,112
Umbria,maschi,86 anni,coniugata/o,1441
Umbria,maschi,86 anni,divorziata/o,15
Umbria,maschi,86 anni,vedova/o,459
Umbria,femmine,86 anni,nubile/celibe,163
Umbria,femmine,86 anni,coniugata/o,625
Umbria,femmine,86 anni,divorziata/o,31
Umbria,femmine,86 anni,vedova/o,2350
Marche,maschi,86 anni,nubile/celibe,195
Marche,maschi,86 anni,coniugata/o,2400
Marche,maschi,86 anni,divorziata/o,26
Marche,maschi,86 anni,vedova/o,682
Marche,femmine,86 anni,nubile/celibe,320
Marche,femmine,86 anni,coniugata/o,1035
Marche,femmine,86 anni,divorziata/o,42
Marche,femmine,86 anni,vedova/o,3975
Lazio,maschi,86 anni,nubile/celibe,394
Lazio,maschi,86 anni,coniugata/o,7105
Lazio,maschi,86 anni,divorziata/o,118
Lazio,maschi,86 anni,vedova/o,2433
Lazio,femmine,86 anni,nubile/celibe,1316
Lazio,femmine,86 anni,coniugata/o,3521
Lazio,femmine,86 anni,divorziata/o,303
Lazio,femmine,86 anni,vedova/o,11923
Abruzzo,maschi,86 anni,nubile/celibe,119
Abruzzo,maschi,86 anni,coniugata/o,1986
Abruzzo,maschi,86 anni,divorziata/o,24
Abruzzo,maschi,86 anni,vedova/o,631
Abruzzo,femmine,86 anni,nubile/celibe,255
Abruzzo,femmine,86 anni,coniugata/o,932
Abruzzo,femmine,86 anni,divorziata/o,28
Abruzzo,femmine,86 anni,vedova/o,3182
Molise,maschi,86 anni,nubile/celibe,26
Molise,maschi,86 anni,coniugata/o,483
Molise,maschi,86 anni,divorziata/o,0
Molise,maschi,86 anni,vedova/o,160
Molise,femmine,86 anni,nubile/celibe,76
Molise,femmine,86 anni,coniugata/o,260
Molise,femmine,86 anni,divorziata/o,9
Molise,femmine,86 anni,vedova/o,796
Campania,maschi,86 anni,nubile/celibe,311
Campania,maschi,86 anni,coniugata/o,5214
Campania,maschi,86 anni,divorziata/o,43
Campania,maschi,86 anni,vedova/o,2403
Campania,femmine,86 anni,nubile/celibe,1077
Campania,femmine,86 anni,coniugata/o,2566
Campania,femmine,86 anni,divorziata/o,120
Campania,femmine,86 anni,vedova/o,9986
Puglia,maschi,86 anni,nubile/celibe,212
Puglia,maschi,86 anni,coniugata/o,4956
Puglia,maschi,86 anni,divorziata/o,35
Puglia,maschi,86 anni,vedova/o,1893
Puglia,femmine,86 anni,nubile/celibe,1022
